aaHappiness in life,aboveAvg Happiness,Achievements,Action,Active sport,Adrenaline sports,Age,Ageing,Alternative,Animated,Appearence and gestures,Art exhibitions,Assertiveness,Biology,Borrowed stuff,Branded clothing,Cars,Celebrities,Changing the past,Charity,Cheating in school,Chemistry,Children,Classical music,Comedy,Compassion to animals,Country,"Countryside, outdoors",Criminal damage,Daily events,Dance,Dancing,Dangerous dogs,Darkness,Decision making,Documentary,Dreams,Eating to survive,Economy Management,Elections,Empathy,Energy levels,Entertainment spending,Fake,Fantasy/Fairy tales,Fear of public speaking,Final judgement,Finances,Finding lost valuables,Flying,Folk,Foreign languages,Friends versus money,Fun with friends,Funniness,Gardening,Geography,Getting angry,Getting up,Giving,God,Health,Healthy eating,Height,Heights,"Hiphop, Rap",History,Horror,Hypochondria,Interests or hobbies,Internet,Judgment calls,Keeping promises,Knowing the right people,Latino,Law,Life struggles,Loneliness,Loss of interest,Mathematics,Medicine,Metal or Hardrock,Mood swings,Movies,Music,Musical,Musical instruments,New environment,Number of friends,Number of siblings,Only child,Opera,Parents' advice,Passive sport,PC,Personality,Pets,Physics,Politics,Pop,Prioritising workload,Psychology,Public speaking,Punk,Questionnaires or polls,Rats,Reading,"Reggae, Ska",Reliability,Religion,Responding to a serious letter,Rock,Rock n roll,Romantic,Science and technology,Sci-fi,Self-criticism,Shopping,Shopping centres,Slow songs or fast songs,Small - big dogs,Snakes,Socializing,Spending on gadgets,Spending on healthy eating,Spending on looks,Spiders,Storm,"Swing, Jazz","Techno, Trance",Theatre,Thinking ahead,Thriller,Unpopularity,Waiting,War,Weight,Western,Workaholism,Writing,Writing notes,Alcohol,Village - town,Smoking,Education,Gender,House - block of flats,Internet usage,Left - right handed,Lying,Punctuality,Validation
3,0,4,4,5,4,19,3,3,5,5,1,3,2,4,5,3,1,5,1,5,2,3,2,5,3,3,1,3,3,4,5,3,1,3,2,3,3,2,3,4,3,5,1,3,2,3,1,5,5,3,5,5,5,3,1,2,3,1,3,3,0,2,185,3,5,3,3,1,5,4,5,3,3,2,2,4,5,2,1,2,3,5,3,5,1,5,3,3,3,0,1,5,5,4,3,1,1,1,4,3,1,3,4,3,4,3,2,3,1,1,4,2,2,1,2,3,1,3,5,1,4,3,5,5,5,4,3,2,5,1,3,3,3,1,2,65,2,3,5,3,social drinker,city,tried smoking,secondary school,male,block of flats,few hours a day,left handed,only to avoid hurting someone,i am always on time,0
4,1,3,5,3,2,24,1,5,3,4,1,1,1,5,1,2,1,2,1,2,1,2,3,5,5,1,3,5,2,4,2,5,5,5,5,3,3,1,5,5,5,1,1,3,3,3,3,5,1,2,3,5,5,3,2,2,3,2,5,4,2,3,164,3,1,5,1,1,4,3,3,4,3,2,1,2,1,1,2,1,1,0,5,0,3,2,4,3,2,1,1,1,5,5,4,4,2,3,4,5,2,2,4,3,5,5,3,5,1,2,5,2,5,5,5,4,4,3,5,4,5,1,1,1,1,5,5,2,2,4,5,5,3,3,4,0,1,5,1,5,social drinker,village,former smoker,college/bachelor degree,female,house/bungalow,few hours a day,right handed,sometimes,i am often early,0
5,1,2,3,5,5,20,4,1,4,2,3,2,1,5,5,5,4,1,3,3,1,4,3,5,4,3,5,5,5,4,4,5,1,1,5,3,2,5,5,2,5,3,1,4,3,5,4,5,1,2,5,2,5,4,3,5,5,1,3,2,5,5,177,1,5,5,2,1,5,5,3,4,4,3,5,0,3,4,1,4,2,4,5,5,3,1,3,5,1,0,2,3,5,3,4,5,1,5,4,2,3,3,2,3,5,5,3,4,5,3,4,2,3,5,2,3,5,5,4,5,1,2,5,5,5,5,1,2,3,4,3,3,0,4,5,70,2,4,2,5,social drinker,city,former smoker,secondary school,female,house/bungalow,few hours a day,right handed,sometimes,i am always on time,0
5,1,2,5,5,4,30,1,4,2,4,5,5,2,3,5,4,3,3,4,3,1,4,5,5,5,4,5,1,4,2,4,3,1,5,5,3,1,5,3,3,5,4,1,3,1,1,2,2,1,5,5,3,4,2,5,1,2,1,5,5,5,5,184,1,2,5,5,4,5,5,5,5,4,3,3,3,2,5,5,3,2,2,5,5,5,4,2,4,2,0,5,4,5,5,5,4,5,5,2,5,4,3,3,2,1,5,3,5,5,3,3,4,5,4,1,5,3,4,4,2,3,3,4,5,4,1,1,5,4,5,4,3,3,3,4,78,3,5,5,5,never,city,former smoker,masters degree,male,block of flats,few hours a day,right handed,sometimes,i am always on time,0
4,1,2,2,3,2,20,5,1,5,4,3,4,1,3,3,3,4,3,2,5,3,3,1,5,4,1,4,4,4,3,2,5,3,1,3,5,2,2,2,0,3,3,2,5,4,1,1,2,2,1,5,5,5,3,1,4,3,5,4,3,3,3,165,3,4,5,2,1,3,3,3,4,4,3,3,5,3,4,2,1,1,4,5,4,3,1,4,3,1,1,1,3,2,3,3,4,1,3,5,3,3,5,1,1,4,5,2,3,1,4,1,1,5,1,4,3,4,5,4,1,4,3,2,4,4,3,5,2,1,3,2,2,3,3,4,56,1,3,3,3,drink a lot,city,current smoker,secondary school,female,block of flats,most of the day,right handed,sometimes,i am often running late,1
4,1,4,3,2,2,23,4,2,4,3,2,4,1,5,3,3,1,5,2,4,1,5,3,5,5,2,3,5,3,5,5,5,2,3,4,3,4,3,2,3,3,4,2,2,3,5,4,5,5,2,5,5,5,4,2,2,3,4,3,5,4,3,171,4,4,2,3,3,4,5,2,3,3,3,1,4,4,3,2,2,1,4,5,5,3,2,4,2,4,0,3,4,2,4,3,5,2,1,4,3,1,5,1,5,5,3,2,5,2,2,2,2,5,2,5,2,5,4,3,1,5,2,4,4,4,5,2,4,5,2,3,3,5,2,2,54,2,3,1,4,social drinker,city,current smoker,secondary school,female,block of flats,few hours a day,right handed,only to avoid hurting someone,i am often early,1
4,1,4,2,3,3,19,2,5,5,5,5,4,2,3,2,1,2,2,1,4,1,5,5,5,4,2,4,5,1,3,4,1,2,3,4,3,2,1,3,5,3,5,2,5,4,4,1,1,2,4,0,4,5,3,2,2,4,5,3,4,3,3,170,4,1,3,1,2,3,3,5,3,3,2,1,5,5,3,1,1,2,5,5,5,5,1,2,3,1,0,4,1,1,2,3,5,1,1,5,1,4,4,2,3,5,5,4,4,3,3,5,5,5,1,3,4,4,1,2,5,4,3,3,5,5,4,1,4,1,5,2,2,5,2,3,51,1,3,3,2,drink a lot,city,tried smoking,secondary school,female,block of flats,few hours a day,left handed,sometimes,i am always on time,0
5,1,2,3,1,4,19,1,5,2,5,2,4,2,1,5,1,1,1,1,5,2,4,3,3,3,1,2,4,3,2,2,1,1,2,1,4,1,5,3,2,5,5,2,1,1,3,3,1,1,1,3,4,5,3,2,2,1,4,2,5,3,4,184,1,1,1,1,1,5,5,4,1,5,1,2,2,1,1,1,1,3,2,3,5,1,2,4,5,4,0,1,2,5,3,5,2,2,2,3,3,5,2,4,2,1,1,4,3,1,4,5,3,4,3,4,5,4,4,2,3,1,3,5,5,5,1,1,2,2,1,2,2,5,5,2,60,1,4,1,3,drink a lot,city,former smoker,college/bachelor degree,male,block of flats,few hours a day,right handed,everytime it suits me,i am often running late,0
4,1,4,3,5,2,22,5,1,5,2,4,5,2,5,1,1,2,2,3,4,1,2,5,4,4,4,4,1,3,1,3,3,4,2,3,2,4,2,1,2,5,4,2,5,2,1,2,2,1,4,2,3,5,3,3,3,2,4,5,1,2,3,174,1,1,1,1,3,3,5,3,3,4,3,1,2,5,4,5,3,1,5,5,3,3,4,4,3,2,0,5,2,4,4,4,4,4,3,2,2,2,1,1,1,2,4,2,4,3,1,2,2,5,1,2,1,3,2,2,4,3,4,2,1,2,4,3,4,1,4,2,3,2,0,2,61,2,1,4,2,never,village,current smoker,college/bachelor degree,female,house/bungalow,most of the day,left handed,only to avoid hurting someone,i am often running late,0
4,1,4,4,1,1,17,3,1,5,1,1,5,5,5,5,2,4,3,1,4,4,1,3,5,5,2,3,1,2,4,1,2,1,3,5,4,2,1,1,5,3,2,2,5,4,3,5,5,3,1,5,3,4,4,1,4,2,3,4,3,5,4,175,2,4,2,1,2,3,4,5,5,4,1,3,5,2,1,1,4,1,1,5,4,4,1,2,2,0,1,1,4,4,2,4,5,1,1,4,1,3,5,1,4,1,5,4,4,4,3,2,3,2,3,3,4,5,5,3,1,1,2,3,5,3,5,4,3,1,3,5,4,4,4,1,68,1,3,1,5,social drinker,city,tried smoking,secondary school,female,block of flats,few hours a day,right handed,sometimes,i am often early,0
5,1,3,5,5,5,20,2,2,3,4,5,3,3,5,5,5,3,4,1,5,1,5,2,5,5,1,5,2,3,3,3,5,1,5,5,4,2,5,5,2,5,5,2,3,3,3,1,2,1,1,4,3,5,4,1,5,4,2,1,4,4,3,183,1,5,4,5,3,4,5,5,4,3,2,3,1,3,4,5,4,1,2,5,5,2,2,5,5,2,0,1,5,0,3,4,3,2,4,2,1,5,4,2,3,1,1,3,5,3,3,2,2,5,3,2,5,4,5,5,3,1,4,3,3,5,1,1,2,5,3,4,5,2,2,5,67,2,2,1,5,social drinker,city,current smoker,college/bachelor degree,male,block of flats,few hours a day,right handed,sometimes,i am often early,0
5,1,3,5,5,4,19,2,2,3,4,2,3,3,5,5,5,5,2,3,5,2,4,2,5,5,2,3,5,5,2,2,2,2,2,4,4,3,5,1,5,4,4,2,3,1,3,4,3,1,1,4,4,5,2,2,5,2,4,2,4,2,4,175,2,5,4,3,1,5,4,5,5,4,3,4,2,1,4,3,2,1,2,5,5,1,1,4,4,2,0,1,4,5,4,4,5,1,1,2,2,4,3,1,4,1,1,3,5,2,1,2,2,2,3,5,3,4,4,4,3,2,3,4,3,4,2,1,2,3,1,5,5,3,3,5,75,2,1,1,1,social drinker,village,tried smoking,secondary school,male,house/bungalow,few hours a day,right handed,only to avoid hurting someone,i am often early,0
3,0,4,3,3,3,30,3,2,3,4,3,3,3,5,1,3,3,3,3,3,3,5,3,5,5,2,5,1,3,4,3,4,1,3,4,4,3,3,3,3,4,1,1,5,1,3,4,4,1,4,3,3,5,3,4,4,3,1,5,5,5,3,175,1,2,3,3,1,5,4,3,4,4,3,3,5,3,2,3,3,1,4,5,5,4,3,4,5,4,0,4,5,5,3,3,5,3,2,3,5,3,4,1,3,3,4,3,4,3,2,3,2,5,3,0,4,4,2,3,3,2,4,2,2,3,1,1,2,1,5,3,3,3,4,3,68,4,3,4,5,social drinker,village,former smoker,masters degree,female,house/bungalow,few hours a day,right handed,sometimes,i am always on time,0
4,1,2,4,4,3,27,4,2,2,5,3,4,2,4,4,4,3,2,2,2,1,3,1,5,5,1,3,2,5,4,2,2,2,2,3,4,4,3,5,5,5,5,2,2,1,1,2,5,3,2,3,5,5,4,1,2,5,4,1,4,3,3,180,4,5,2,3,1,5,4,3,3,2,2,1,3,3,3,3,1,1,2,4,5,2,1,3,5,0,1,1,4,5,4,4,3,3,2,3,3,1,3,1,2,3,3,3,3,1,4,3,2,5,4,3,3,4,5,2,3,5,4,3,3,4,5,1,3,1,2,5,3,4,3,2,75,1,3,1,4,drink a lot,city,tried smoking,college/bachelor degree,male,block of flats,few hours a day,left handed,sometimes,i am often running late,0
5,1,4,5,4,4,19,2,2,4,4,3,2,4,5,4,5,1,4,1,5,2,4,3,5,2,3,5,3,2,5,2,3,1,3,5,3,2,4,5,4,4,4,1,4,5,1,3,4,4,3,3,4,5,4,3,3,2,4,3,3,4,3,180,1,5,4,3,2,5,5,4,4,4,4,3,1,3,3,4,2,3,4,5,5,2,1,3,2,1,0,2,4,4,5,3,3,4,3,5,4,4,5,4,3,1,2,4,4,3,2,4,3,3,5,4,5,3,1,4,4,4,2,5,4,4,4,1,2,4,4,5,4,4,4,4,90,4,3,1,4,social drinker,city,current smoker,college/bachelor degree,male,house/bungalow,few hours a day,right handed,sometimes,i am always on time,0
4,1,3,5,4,2,17,1,2,2,5,3,4,2,5,2,1,5,2,2,5,4,2,3,3,4,1,3,4,5,3,1,4,2,3,4,4,1,4,1,3,4,4,2,3,2,2,2,4,2,2,5,4,5,5,2,4,3,2,5,1,3,3,156,2,3,4,2,1,4,5,5,5,4,4,3,4,2,4,4,2,3,3,5,5,4,2,4,4,1,0,3,3,5,2,4,5,1,3,4,3,2,2,3,3,5,3,3,4,1,3,5,3,2,3,4,4,5,5,3,2,5,3,2,5,5,4,2,5,3,4,4,3,3,3,3,51,4,3,1,4,drink a lot,city,current smoker,secondary school,female,block of flats,few hours a day,right handed,only to avoid hurting someone,i am often early,0
3,0,2,4,1,2,20,5,4,5,3,1,4,1,5,2,2,4,3,1,5,1,4,3,5,5,3,4,5,4,4,3,3,2,3,3,3,2,4,5,5,4,2,2,5,3,5,4,5,1,2,4,2,5,3,1,2,4,2,2,2,2,3,192,1,2,2,4,1,3,5,4,4,1,2,1,2,2,4,1,1,1,2,5,5,5,3,3,3,1,0,2,4,2,4,3,5,1,1,4,1,3,5,2,5,1,4,3,3,1,1,3,3,3,5,4,4,4,5,4,2,4,4,5,5,3,2,1,3,5,3,4,4,5,2,4,80,3,1,2,1,social drinker,village,current smoker,secondary school,male,block of flats,most of the day,right handed,everytime it suits me,i am often early,0
2,0,3,5,3,5,20,1,3,5,3,1,3,2,5,3,4,1,2,1,5,1,3,5,5,2,2,0,2,4,3,2,1,1,2,4,4,1,3,1,0,3,2,3,5,3,1,4,3,1,3,5,3,5,1,1,3,1,3,2,1,1,1,187,1,1,5,4,1,2,4,3,4,3,1,3,1,5,2,2,2,3,4,5,3,0,5,4,1,2,0,1,3,5,3,3,1,1,3,2,2,3,3,1,1,1,5,5,4,1,3,3,5,3,3,5,3,2,1,1,3,1,5,2,4,2,1,1,5,1,2,3,4,3,4,5,80,5,4,2,1,social drinker,village,tried smoking,secondary school,male,block of flats,few hours a day,right handed,sometimes,i am often early,0
4,1,5,4,2,3,20,5,2,4,4,2,5,2,5,5,5,2,5,1,4,1,2,3,5,5,2,4,4,5,4,2,3,1,5,4,3,1,5,5,4,3,5,3,4,2,3,2,1,1,4,4,4,5,4,1,5,5,4,1,2,1,3,190,4,5,3,4,1,3,5,5,4,5,3,2,2,3,2,2,1,2,3,5,5,3,1,4,3,1,0,2,3,5,3,3,5,1,4,4,2,1,5,2,2,2,2,3,5,1,3,3,3,1,4,2,5,3,5,3,3,2,4,4,3,5,2,1,3,4,2,4,4,4,2,5,125,2,1,1,1,drink a lot,city,tried smoking,secondary school,male,block of flats,few hours a day,right handed,sometimes,i am often early,0
4,1,4,4,1,4,20,1,3,4,3,3,5,3,4,4,5,1,2,1,5,1,3,3,4,4,3,3,3,4,4,1,2,2,3,4,2,1,5,4,5,4,5,1,4,1,1,2,1,1,3,4,2,5,4,1,3,3,3,4,1,2,3,182,1,4,3,4,1,4,5,5,4,5,2,4,4,1,2,1,2,4,4,5,5,3,1,5,4,2,0,3,3,3,4,3,4,3,4,3,1,5,3,3,3,2,3,3,4,3,4,4,1,3,5,5,4,2,3,3,3,3,3,3,4,3,3,1,3,5,4,4,4,5,4,4,88,2,1,1,2,social drinker,city,current smoker,secondary school,male,block of flats,few hours a day,right handed,sometimes,i am always on time,0
4,1,2,5,1,5,18,3,4,4,3,4,5,2,4,2,3,4,2,1,5,2,2,3,4,2,1,4,1,4,3,3,1,2,4,0,3,4,2,3,2,4,4,2,4,4,2,1,2,1,2,5,4,5,2,1,2,1,5,3,2,4,2,172,2,1,4,2,0,1,4,2,4,5,1,3,2,2,1,2,3,1,2,5,5,1,1,2,4,1,0,1,2,4,3,3,5,1,4,3,1,2,5,2,0,1,4,3,4,1,4,5,3,3,4,5,2,4,4,3,2,2,4,4,4,3,5,2,3,2,4,0,4,5,2,5,55,1,1,2,0,drink a lot,city,tried smoking,secondary school,female,house/bungalow,few hours a day,right handed,sometimes,i am often running late,0
5,1,4,5,5,4,21,1,3,4,4,2,5,2,4,5,5,4,1,2,4,0,5,3,5,5,2,4,1,5,4,3,3,1,2,4,5,2,5,5,4,5,4,1,5,1,3,2,5,1,2,5,4,5,5,1,4,1,5,4,5,1,4,187,3,4,3,5,1,5,5,5,5,5,5,3,1,2,2,4,1,3,2,5,5,2,1,4,4,2,0,2,4,1,5,5,5,2,4,5,3,2,3,1,4,1,2,3,5,1,2,4,2,4,5,3,4,5,5,4,5,3,3,5,5,4,1,1,4,4,3,4,4,2,4,4,80,3,3,1,1,social drinker,city,current smoker,college/bachelor degree,male,block of flats,few hours a day,right handed,sometimes,i am always on time,0
3,0,2,4,1,1,21,1,4,4,3,1,4,1,5,3,3,4,3,1,5,1,4,4,5,5,2,4,5,3,3,3,3,2,4,2,3,1,3,5,5,3,2,2,5,2,4,3,4,2,2,4,3,5,3,1,1,3,2,3,3,2,3,195,1,2,3,4,2,3,4,4,4,1,1,1,2,3,4,1,1,1,2,5,5,4,3,2,3,1,0,2,3,1,4,3,5,1,1,3,2,4,5,1,5,1,4,2,4,2,3,2,3,2,4,4,3,4,5,5,2,5,4,4,4,4,2,1,3,5,3,5,3,4,2,4,82,1,2,2,1,social drinker,village,current smoker,secondary school,male,block of flats,few hours a day,right handed,everytime it suits me,i am often early,0
3,0,2,4,5,2,20,3,4,5,4,2,5,1,4,3,3,2,4,1,2,1,3,3,5,4,3,2,4,2,3,2,3,2,3,3,3,2,2,5,5,2,4,3,5,4,4,2,2,2,2,4,3,5,4,1,3,2,5,3,3,2,3,185,3,4,4,3,1,4,4,4,5,4,2,3,2,4,4,3,3,4,3,5,5,4,1,2,3,1,0,3,3,5,4,3,3,1,2,3,1,4,3,4,4,3,4,3,4,1,2,5,4,4,4,5,4,2,1,3,3,4,3,2,3,2,4,2,3,3,2,4,5,5,2,4,85,3,2,1,2,drink a lot,village,former smoker,secondary school,male,house/bungalow,few hours a day,right handed,sometimes,i am often running late,0
4,1,2,2,3,2,17,2,4,3,3,3,2,2,3,2,3,3,2,2,4,1,2,3,4,3,2,3,1,2,4,3,3,3,3,2,4,2,3,3,3,4,4,2,2,2,3,4,4,3,3,3,5,4,2,2,3,2,4,4,3,3,3,182,2,4,2,4,2,3,4,3,4,3,3,2,3,2,2,3,3,2,3,5,4,4,1,3,3,2,0,2,2,2,4,3,3,2,3,3,3,2,4,3,2,4,2,2,2,2,3,4,2,3,3,4,3,4,3,2,4,3,4,2,3,3,4,2,1,2,2,4,4,3,2,5,79,4,3,4,2,social drinker,city,former smoker,secondary school,female,block of flats,less than an hour a day,right handed,sometimes,i am often early,0
3,0,4,4,5,2,23,2,4,3,3,3,2,4,3,3,2,2,3,2,3,4,2,4,4,4,3,2,2,4,2,1,1,1,4,4,4,1,2,5,2,3,4,4,2,5,3,1,3,1,3,4,2,2,4,1,4,2,4,1,3,3,4,185,1,3,5,1,1,3,5,3,5,3,1,3,1,3,1,2,5,4,4,3,4,4,1,3,2,1,0,3,2,3,5,3,3,3,3,2,2,4,5,4,1,1,5,4,3,4,4,5,4,2,4,4,4,1,1,3,3,1,2,3,4,2,1,1,2,1,3,3,3,3,1,5,90,4,5,1,3,drink a lot,city,tried smoking,college/bachelor degree,male,block of flats,most of the day,right handed,sometimes,i am often early,0
4,1,3,4,1,1,25,3,3,4,3,1,5,4,5,3,4,2,2,2,1,2,2,2,5,4,4,4,1,3,4,1,1,1,3,4,3,1,3,5,4,4,3,3,3,5,3,4,3,2,2,3,3,3,2,2,4,2,3,2,3,2,4,172,5,1,4,1,1,5,5,5,4,2,4,2,3,2,2,3,4,1,3,5,5,3,1,4,3,1,0,1,4,4,4,4,5,3,4,4,2,5,5,1,4,3,3,3,5,1,2,3,3,3,5,2,4,3,3,3,1,4,1,4,4,3,5,1,1,1,1,5,2,3,4,2,56,2,3,1,3,social drinker,city,never smoked,masters degree,female,block of flats,few hours a day,right handed,never,i am always on time,0
5,1,3,4,5,3,18,4,1,4,4,2,2,1,4,3,3,3,2,2,2,2,4,2,5,3,3,3,0,2,3,3,2,2,4,1,3,2,2,3,3,3,4,1,3,3,4,4,2,4,4,4,3,4,1,2,5,2,4,4,4,4,2,187,3,5,2,3,1,2,4,4,2,4,3,1,3,2,3,2,2,3,2,4,5,4,2,4,4,0,1,2,4,4,3,4,4,2,3,4,3,1,2,2,3,4,4,2,3,1,2,0,3,5,2,2,2,3,2,4,2,2,2,1,5,2,1,2,2,2,1,3,2,3,3,3,85,2,2,4,2,drink a lot,village,current smoker,secondary school,male,house/bungalow,few hours a day,right handed,everytime it suits me,i am always on time,1
2,0,4,2,4,4,18,2,5,5,4,2,1,4,5,4,1,2,5,1,5,2,5,5,4,5,2,5,1,4,2,3,1,2,5,5,3,1,1,5,5,3,5,3,5,3,5,5,4,1,1,5,5,5,5,1,4,3,5,4,3,3,3,170,4,2,5,2,3,1,4,5,3,4,2,1,5,4,3,1,4,3,3,5,5,4,3,1,4,1,0,1,2,2,1,3,5,1,1,4,1,5,2,3,4,1,4,1,3,1,3,5,5,4,5,1,5,5,4,3,3,1,2,3,4,5,3,2,3,1,5,2,2,4,4,5,54,2,5,1,2,drink a lot,city,tried smoking,secondary school,female,block of flats,few hours a day,right handed,everytime it suits me,i am always on time,1
4,1,3,2,2,2,25,3,2,4,4,3,2,2,3,4,2,2,2,3,2,2,5,2,4,4,1,3,1,4,4,2,2,3,2,2,5,4,1,5,4,5,3,3,3,2,3,4,4,5,2,4,5,4,2,3,3,3,2,2,3,2,4,168,3,3,2,3,2,4,3,3,4,2,3,5,2,1,2,3,2,3,3,5,5,1,1,4,4,1,0,1,3,2,2,3,2,2,3,5,2,2,4,2,3,3,4,1,4,2,2,3,1,4,2,2,2,4,4,4,2,4,2,2,4,3,4,2,1,4,3,3,3,5,2,2,63,2,4,1,2,never,city,tried smoking,masters degree,female,house/bungalow,few hours a day,right handed,sometimes,i am often early,0
5,1,5,4,1,5,21,1,4,5,5,5,5,3,5,5,5,1,5,1,3,5,5,4,5,5,1,4,1,1,3,1,1,1,1,4,3,3,4,5,1,5,5,3,4,3,1,1,5,3,2,4,5,5,5,2,5,0,5,1,5,4,3,180,1,2,5,2,1,5,5,5,5,5,2,5,5,5,5,5,4,4,1,5,5,3,1,5,5,1,0,3,5,3,5,5,5,5,4,3,1,4,5,2,5,1,3,3,5,3,5,5,5,4,5,2,5,5,5,3,5,5,5,5,5,5,5,1,4,3,5,5,3,5,3,3,73,2,1,1,1,drink a lot,village,tried smoking,college/bachelor degree,male,house/bungalow,most of the day,right handed,only to avoid hurting someone,i am often early,0
3,0,3,4,4,2,20,2,5,3,3,3,4,5,4,1,5,2,2,1,2,5,2,3,4,2,1,2,1,2,2,1,4,2,5,3,4,2,1,4,3,4,4,4,2,3,2,3,2,2,3,2,4,5,3,1,1,1,5,2,1,2,2,182,3,2,2,2,1,4,4,2,3,1,1,1,2,3,1,1,5,3,3,5,5,3,5,4,3,1,0,1,3,4,4,3,2,4,1,3,2,3,3,2,3,2,2,2,3,3,2,5,2,3,5,4,5,3,3,3,2,2,2,2,3,3,2,2,3,4,3,5,4,4,4,3,73,2,3,1,2,social drinker,village,tried smoking,secondary school,male,house/bungalow,few hours a day,right handed,only to avoid hurting someone,i am often running late,1
4,1,2,4,5,3,21,3,3,3,2,3,3,2,5,4,4,1,3,1,5,1,3,3,5,4,2,5,3,2,4,2,4,3,4,5,3,1,2,1,2,4,4,2,3,4,1,3,2,1,2,4,3,5,2,1,3,2,4,4,3,3,3,179,5,3,3,4,2,3,4,3,4,3,2,1,2,2,5,2,2,2,3,5,4,3,1,4,3,0,1,3,3,5,4,0,2,1,2,3,1,4,4,1,3,2,2,3,3,1,4,4,3,3,3,5,3,3,3,4,3,2,2,3,4,4,2,1,3,4,3,2,3,3,2,5,74,2,2,1,1,drink a lot,city,tried smoking,secondary school,male,block of flats,few hours a day,right handed,sometimes,i am often running late,1
4,1,4,4,5,5,18,3,2,3,3,1,3,3,3,4,2,2,2,1,5,2,4,1,4,3,1,2,2,2,5,1,4,2,3,2,3,2,4,1,3,4,3,1,2,3,2,4,2,1,1,3,3,5,3,1,2,2,3,1,4,2,1,162,1,3,3,4,1,4,4,5,4,4,5,3,2,2,1,1,2,1,3,5,5,2,1,4,3,1,0,1,4,5,2,3,4,1,2,3,1,3,4,2,3,4,1,2,2,1,5,2,2,4,2,2,2,5,5,3,3,3,4,2,2,4,2,1,2,3,3,4,4,3,2,3,54,1,1,1,1,drink a lot,city,current smoker,secondary school,female,house/bungalow,few hours a day,right handed,sometimes,i am always on time,0
4,1,3,5,5,5,20,2,3,4,3,3,3,2,3,4,5,3,4,2,5,1,3,1,3,5,1,5,4,1,3,2,3,3,3,3,3,3,1,2,3,4,5,1,4,5,3,1,5,1,1,1,5,5,5,3,2,3,3,5,1,3,3,173,4,4,1,1,1,5,5,3,2,3,1,1,4,3,3,1,5,1,3,5,5,0,1,4,5,2,0,1,3,1,5,3,5,1,1,3,4,4,5,1,3,2,1,1,2,1,1,2,1,3,4,3,2,3,3,3,4,2,4,3,5,3,1,1,1,4,1,2,3,3,3,2,0,1,2,1,5,social drinker,village,former smoker,secondary school,female,house/bungalow,few hours a day,right handed,only to avoid hurting someone,i am often early,1
4,1,4,4,5,5,19,1,1,5,4,3,4,5,5,4,5,3,3,4,5,5,5,3,5,5,2,2,1,4,3,3,2,1,3,4,4,2,1,5,2,5,4,1,4,1,2,5,3,1,1,3,1,5,4,1,2,4,1,4,1,4,4,182,1,5,2,2,1,4,5,4,5,5,3,1,2,4,5,5,5,1,3,5,5,1,5,5,5,1,1,1,3,5,5,4,4,4,4,4,4,2,1,1,4,3,1,5,4,1,5,1,4,4,4,5,4,3,4,3,2,1,5,3,4,4,2,1,4,3,2,5,3,4,2,5,72,2,5,1,5,social drinker,city,former smoker,secondary school,male,block of flats,few hours a day,right handed,sometimes,i am often early,0
4,1,1,5,5,2,22,2,5,4,3,3,2,2,5,2,4,1,3,4,3,1,5,3,3,4,5,5,1,5,1,5,4,1,3,5,3,2,4,5,4,5,4,1,3,3,2,4,5,1,3,5,5,5,4,1,5,3,4,5,5,4,3,189,1,3,4,1,1,5,4,5,5,5,2,3,2,3,3,3,3,3,2,5,5,1,5,3,5,2,0,1,5,5,4,3,2,1,5,1,3,5,3,4,3,1,5,3,5,5,4,5,5,3,3,1,5,1,3,3,3,1,4,3,4,3,1,1,4,1,5,4,3,5,3,5,89,1,4,3,4,social drinker,city,never smoked,secondary school,male,house/bungalow,few hours a day,right handed,sometimes,i am always on time,0
4,1,4,4,5,5,26,2,3,4,2,5,4,4,5,4,4,4,3,4,4,4,2,4,5,5,2,4,2,4,2,2,3,2,5,2,3,2,2,5,4,4,4,4,4,3,3,4,3,3,2,4,3,5,2,1,4,4,4,5,1,4,5,182,4,5,2,4,1,5,4,5,5,5,2,5,2,2,4,4,5,2,4,5,4,5,4,4,4,3,1,3,4,4,4,3,4,2,4,4,4,4,3,2,2,4,3,4,5,4,2,4,4,4,4,2,3,2,2,2,3,3,4,5,5,5,2,2,4,4,2,4,4,4,2,4,76,2,2,3,4,never,city,never smoked,secondary school,male,house/bungalow,less than an hour a day,left handed,only to avoid hurting someone,i am often early,0
4,1,2,5,5,4,23,2,4,2,4,2,4,2,3,3,5,2,2,2,4,2,4,2,5,5,4,1,5,4,5,2,2,1,2,4,3,3,5,5,4,5,4,1,2,3,1,2,2,3,1,3,3,5,2,1,3,4,2,4,1,4,3,185,2,2,2,5,1,5,2,5,4,5,2,4,2,2,2,4,2,5,3,5,4,1,2,3,2,0,1,2,3,5,4,3,5,5,3,2,5,2,4,3,1,1,4,1,4,2,4,4,4,1,4,4,2,3,1,5,3,1,4,4,2,4,1,2,2,5,1,3,5,3,2,2,87,2,4,1,1,social drinker,city,tried smoking,secondary school,male,block of flats,less than an hour a day,right handed,never,i am always on time,0
